date,collected_at,category,region,newspaper,headline,url,source_url,status,error_message,topic
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,読売新聞,,,,skipped,robots.txtが一般クローラー/AI系UAを名指しで包括的にDisallow。2024年1月のToS改定で自動収集・生成AI学習目的の収集を明示的に禁止しているため、自動取得の対象外とする。,
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,出勤停止を「懲戒免職」と...北陸放送に20万円賠償命じる 金沢地裁,http://www.asahi.com/articles/ASV8T3DP3V8TPJLB00DM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,教員働き方改革進める自治体を財政支援へ 文科省、教委に計30億円,http://www.asahi.com/articles/ASV8T3TTYV8TUTIL02MM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,岐阜県大野町の民家から性別不明の3人の遺体が見つかる,http://www.asahi.com/articles/ASV8S7S4VV8SOHGB00JM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,家族が突然、遺族と呼ばれて苦しい 飲酒事故で3児失った母の20年,http://www.asahi.com/articles/ASV8T3JP4V8TTIPE023M.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,同志社理事長が辞任へ 校長は退任の見通し 辺野古沖転覆事故受け,http://www.asahi.com/articles/ASV8T015TV8TPLZB00MM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,原発内の乾式貯蔵施設、市民団体が反対の要望 福井での長期保管危惧,http://www.asahi.com/articles/ASV8T3CJ1V8TPGJB001M.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,車とトレーラーの事故 2人死亡、2歳女児が重傷 北海道苫小牧市,http://www.asahi.com/articles/ASV8T3FWCV8TIIPE00KM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,能登で被災の加賀屋、28年度末の再開めざす 33室の新館を建設へ,http://www.asahi.com/articles/ASV8T337YV8TPJLB001M.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,独身偽装の男性に110万円の賠償命令 「結婚したい」などと説明,http://www.asahi.com/articles/ASV8T35GMV8TUTIL02ZM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,2日連続でクマを駆除、三重・尾鷲の民家や小学校近くに相次ぎ出没,http://www.asahi.com/articles/ASV8T31PSV8TONFB00DM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,社会
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,球界最年長のヤクルト・石川が1軍合流 「結果を残すことに集中」,http://www.asahi.com/articles/ASV8T3SH2V8TUTQP01GM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,スポーツ
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,全中スケート後継大会、長野市など主体で運営へ 荻原健司市長が表明,http://www.asahi.com/articles/ASV8T3JLHV8TUOOB00CM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,スポーツ
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,楽天がドミニカ出身右腕と育成契約 独立・香川から久々のNPB選手,http://www.asahi.com/articles/ASV8T2QHPV8TPLXB003M.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,スポーツ
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,小川航基を日本へ戻す意味 「Jリーグが劣る現状変えないと」,http://www.asahi.com/articles/ASV8S3VGCV8SUTQP00MM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,スポーツ
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,41歳の新球挑戦 宮西尚生を引退させなかった妻の「よく頑張った」,http://www.asahi.com/articles/ASV8R4V1WV8RUTQP00BM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,スポーツ
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,政府、中小農家などへの給付金を検討 消費税率引き下げ対策,http://www.asahi.com/articles/ASV8T4TRRV8TULFA02BM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,ビジネス
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,原油タンカー保険、政府が肩代わりの新法検討 国際情勢の悪化に備え,http://www.asahi.com/articles/ASV8T3G02V8TULFA01PM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,ビジネス
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,明治ミルクチョコレート100年、復刻版を9月に発売 レシピを再現,http://www.asahi.com/articles/ASV8T2PQ3V8TULFA00CM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,ビジネス
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,企業の事業売却益に税優遇 成長投資促進へ経産省が新制度を要望へ,http://www.asahi.com/articles/ASV8T2G6WV8TULFA00TM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,ビジネス
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,米国のカナダへの関税引き上げ、日系自動車にも影 「計画前倒しも」,http://www.asahi.com/articles/ASV8T26GYV8TULFA00MM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,ビジネス
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,ふるさと納税「赤字」19都府県 25年度、東京都は2255億円に,http://www.asahi.com/articles/ASV8S20NZV8SOXIE036M.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,ビジネス
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,疑惑噴出の福岡県議会に識者「大スキャンダル、百条委員会で検証を」,http://www.asahi.com/articles/ASV8S3HZFV8SPLXB009M.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,政治
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,「日本一高い」福岡県議会の海外視察1泊17万円 他県は「廃止」も,http://www.asahi.com/articles/ASV8S3QF8V8SUTIL01DM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,政治
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,ふるさと納税、自治体格差も拡大 年予算並み寄付で基金も積み上がる,http://www.asahi.com/articles/ASV8S22VHV8SOXIE02KM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,ビジネス
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,高所得者優遇? 換金性高い「純金製」のふるさと納税返礼品が続々,http://www.asahi.com/articles/ASV8S22K7V8SUJHB002M.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,ビジネス
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,UNRWA施設に立ち退き指示、強制的に立ち入りか 東エルサレム,http://www.asahi.com/articles/ASV8T677FV8TUHBI02KM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,国際
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,CIA長官がロシア訪問、ウクライナ情勢など協議か 米メディア報道,http://www.asahi.com/articles/ASV8T6RMHV8TUHBI001M.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,国際
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,バチカン「外相」が訪ロ、ウクライナ侵攻後初めて 停戦仲介など協議,http://www.asahi.com/articles/ASV8T4SXQV8TUHBI01ZM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,国際
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,AIで作った曲、ヒットチャートから除外 豪州の音楽団体が新ルール,http://www.asahi.com/articles/ASV8T3GTQV8TUHBI01QM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,国際
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,米国の「制裁強化」に強気のイラン かぎ握るのは中国とUAEの対応,http://www.asahi.com/articles/ASV8T3DY9V8TUHBI00XM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,国際
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,名人「状態上向き」、挑戦者も「悪くない」 囲碁名人戦開幕へ決意,http://www.asahi.com/articles/ASV8T45TDV8TUQIP03XM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,文化芸能
2026-08-26,2026-08-26T06:14:38.318328+09:00,全国紙,全国,朝日新聞,正岡子規の未発表2句が見つかる 専門家「子規らしいちゃめっ気」,http://www.asahi.com/articles/ASV8T3WJ9V8TUCVL01WM.html,https://www.asahi.com/rss/asahi/newsheadlines.rdf,ok,,文化芸能
