date,collected_at,category,region,newspaper,headline,url,source_url,status,error_message
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,産経新聞,富士山でスイスの男性死亡 新7合目付近,https://www.sankei.com/article/20260722-VE2BHL3ATNLTXO6G7LP5UIO3F4/,https://www.sankei.com/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,政府「骨太方針」で弾薬工場の「公設民営化」検討へ 「平和ブランドを掲げてきた国が...」識者から疑問の声,https://www.tokyo-np.co.jp/article/502750,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,「骨太方針」で経済どうなる? 先行きを読み解くポイントは 「投資」を優先、「賃上げ」は先延ばし,https://www.tokyo-np.co.jp/article/502779,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,「4年後」は厳しすぎないか? 次回W杯は「熱波の欧州」「3大陸移動」...出場枠さらに拡大あるかも,https://www.tokyo-np.co.jp/article/502800,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,「令和の米騒動」から一転、在庫は過去最大水準...安くなっても買わない?「コメ離れ」と「暴落危機」,https://www.tokyo-np.co.jp/article/502795,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,〈コラム 筆洗〉江戸時代の初物四天王といえば初鰹(がつお)、初茄子(なす)...,https://www.tokyo-np.co.jp/article/502833,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,イタイイタイ病「記録として残さなければ」...76歳カメラマンが写真集で伝える患者の痛みや住民運動の熱気,https://www.tokyo-np.co.jp/article/502722,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,中傷動画めぐる高市首相の「陳述書提出」申し出から1カ月...自分で「近日中に」と言いながら約束は守られず,https://www.tokyo-np.co.jp/article/502773,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,イスラエルの攻撃で自宅を失ったレバノンのパラスイマー 避難生活の中でつかんだ「アジアの大舞台」への思い,https://www.tokyo-np.co.jp/article/502717,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,トランプ政権「代替関税」24日で失効、新措置の発動を検討...日本には現行を上回る「12.5%」を示して,https://www.tokyo-np.co.jp/article/502743,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,仏、15歳未満SNS禁止へ 9月に法施行、欧州で初,https://www.tokyo-np.co.jp/article/502827,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,「何て恥ずかしい」...トランプ氏、W杯表彰式「映り込み」の炎上続く スペイン代表公式は「いない写真」投稿,https://www.tokyo-np.co.jp/article/502762,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,〈政治まんが〉「にしても暑いですね」 佐藤正明傑作選「一笑両断2」販売中,https://www.tokyo-np.co.jp/article/502749,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,円、一時163円台 39年7カ月ぶり安値,https://www.tokyo-np.co.jp/article/502811,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,日英伊の次期戦闘機にカナダ参加 初のオブザーバー,https://www.tokyo-np.co.jp/article/502803,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,2場所ぶり勝ち越しの朝乃山「周りから見ると当たり前...」 幕内最年長の高安も3場所ぶり 名古屋場所10日目,https://www.tokyo-np.co.jp/article/502791,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,〈動画〉望月衣塑子が行く 高市政権の「終わりの始まり」? 支持率下落で痛烈批判...立憲・水岡代表,https://www.tokyo-np.co.jp/article/502700,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,〈動画あり〉れいわ新選組の代表選挙が始まる 山本譲司氏、阪口直人氏、石井礼子氏が立候補 結果判明は7月31日夜,https://www.tokyo-np.co.jp/article/502044,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,〈動画〉皇室典範の改正など3法案が成立「苦渋の賛成」...中道・小川淳也代表が会見,https://www.tokyo-np.co.jp/article/502039,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,東京新聞記者が同僚記者に直撃する番組です,https://www.tokyo-np.co.jp/article/133711,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,東京新聞,水耕栽培では難しい...それでも「まちだシルクメロン」を生み出した、中小企業の技術力と執念,https://www.tokyo-np.co.jp/article/501788,https://www.tokyo-np.co.jp/,ok,
2026-07-22,2026-07-22T08:01:02.697204+09:00,全国紙,全国,中日新聞,酷暑日はほとんどの人が経験したことがない別世界 不要不急の外出やめクーラーの効いた屋内に退避を,https://www.chunichi.co.jp/article/1284557,https://www.chunichi.co.jp/,ok,
